,Ctrl.AS3.J1,Ctrl.AS3.J2,Ctrl.AS3.J3,Ctrl.AS3.J4,Ctrl.AS3.J5,Ctrl.BS.J1,Ctrl.BS.J2,Ctrl.BS.J3,Ctrl.BS.J4,Ctrl.BS.J5,Ctrl.P1.J1,Ctrl.P1.J2,Ctrl.P1.J3,Ctrl.P1.J4,Ctrl.P1.J5,DBP.AS1.J1,DBP.AS1.J2,DBP.AS1.J3,DBP.AS1.J4,DBP.AS1.J5,DBP.BS.J1,DBP.BS.J2,DBP.BS.J3,DBP.BS.J4,DBP.BS.J5,DBP.P1.J1,DBP.P1.J2,DBP.P1.J3,DBP.P1.J4,DBP.P1.J5,TBAC.AS3.J1,TBAC.AS3.J2,TBAC.AS3.J3,TBAC.AS3.J4,TBAC.AS3.J5,TBAC.BS.J1,TBAC.BS.J2,TBAC.BS.J3,TBAC.BS.J4,TBAC.BS.J5,TBAC.P3.J1,TBAC.P3.J2,TBAC.P3.J3,TBAC.P3.J4,TBAC.P3.J5,TEC.AS3.J1,TEC.AS3.J2,TEC.AS3.J3,TEC.AS3.J4,TEC.AS3.J5,TEC.BS.J1,TEC.BS.J2,TEC.BS.J3,TEC.BS.J4,TEC.BS.J5,TEC.P3.J1,TEC.P3.J2,TEC.P3.J3,TEC.P3.J4,TEC.P3.J5
Otu1100,1,1,1,4,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,6,3,1,0,1,0,1,0,0,0,0,4,1,2,4,6,0,0,0,1,1,0,0,1,0,1,3,4,1,2,2,4,1,0,1,0,0,0,0,0,0
Otu1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0
Otu1102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Otu1103,0,1,2,7,8,1,10,5,6,4,0,0,0,0,0,1,2,1,14,54,5,2,0,2,7,0,0,0,0,0,0,3,0,4,4,1,3,7,1,2,0,0,0,0,1,4,6,2,7,1,2,5,5,5,5,0,1,2,1,1
Otu1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0
Otu1107,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1108,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,1,0,3,0,1,0,0,0,1,2,2,5,6,0,0,3,0,0,0,0,0,1,0,0,1,3,1,4
Otu111,13,29,8,14,24,1,39,19,42,71,0,1,0,2,3,36,8,4,21,103,48,33,13,40,27,1,1,1,0,0,20,11,11,30,35,27,27,24,33,20,0,1,1,4,2,11,12,23,34,22,31,42,25,23,23,1,2,0,4,0
Otu1110,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1
Otu1111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1112,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu1113,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1114,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,1,1,5,0,0,0,0,2,0,1,0,3,1
Otu1115,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1116,0,0,1,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Otu1118,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Otu1119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Otu112,9,25,22,44,9,0,0,4,11,0,0,0,0,17,1,16,4,16,11,121,2,6,1,5,17,0,1,2,0,0,36,24,17,21,50,5,16,0,2,7,0,4,7,5,5,66,14,8,46,26,13,7,11,22,5,1,24,11,5,4
Otu1120,2,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3
Otu1121,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Otu1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Otu1124,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Otu1125,0,2,0,3,3,4,2,0,6,1,0,0,0,0,0,3,1,0,2,19,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,7,1,2,1,1,0,2,0,0,0,0,1,0,0
Otu1126,0,3,1,1,8,0,1,0,1,2,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,4,0,15,1,0,0,1,1,4,0,3,1,13,4,0,3,1,1,0,2,0,0,0,0,0,1,0,0,1
Otu1127,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0
Otu1128,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,16,0,0,1,2,0,0,0,0,0,0,3,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,0,1,0,0,0,0
Otu1129,0,7,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu113,5,2,1,5,4,2,0,1,4,1,0,0,0,0,0,9,1,1,6,21,5,2,10,3,4,14,0,0,1,8,4,4,1,2,2,0,0,0,1,2,0,0,0,0,1,2,2,1,5,4,3,5,3,3,3,0,1,0,0,0
Otu1130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Otu1131,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,2,0,0,0,0,0,0,1,0,0,0
Otu1132,0,0,1,10,1,0,0,0,0,0,0,0,1,2,1,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,3,6,0,4,4,3,5,0,0,1,0,0,0,0,0,1,3,1,2,0,2,2,0,1,0,0,2,1,2,1
Otu1133,19,217,97,14,222,8,21,12,157,27,0,0,0,0,0,7,33,36,72,92,18,78,60,170,34,0,0,0,0,0,132,269,179,165,275,112,88,78,41,52,0,0,0,0,1,5,100,37,194,232,74,163,183,97,195,0,0,0,0,0
Otu1134,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
Otu1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
Otu1137,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1,2,0,0,0,0,0
Otu1138,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
Otu114,2,8,11,13,1,2,6,4,2,4,1,2,0,3,6,7,0,10,8,123,9,3,0,1,22,0,7,4,15,3,11,5,1,8,5,4,5,7,5,3,8,2,7,3,7,18,8,2,6,2,4,2,0,2,1,1,12,7,10,4
Otu1140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Otu1141,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Otu1142,0,1,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,3,0,2,0
Otu1143,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,2,0,1,1,1,4,0,1
Otu1145,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
Otu1148,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,0,1,2,2,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0
Otu1149,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,6
Otu115,2,7,10,26,7,1,16,6,11,16,0,1,1,2,2,13,6,9,30,129,34,20,17,28,25,1,0,0,3,0,6,8,6,8,9,7,13,7,8,9,2,3,0,0,1,247,32,72,99,38,29,29,37,40,26,3,22,52,11,7
Otu1150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1151,0,2,2,3,2,0,0,1,7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,0,1,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Otu1152,0,4,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1153,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0
Otu1154,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0
Otu1156,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu1157,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1159,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
Otu116,0,3,11,6,3,1,10,15,9,0,1,1,1,6,0,42,0,0,7,193,30,2,2,4,37,0,0,0,0,0,12,6,1,8,9,5,30,2,1,2,0,0,1,0,1,61,4,10,6,2,31,6,1,4,2,0,3,3,0,0
Otu1160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu1161,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu1163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,7,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,5,0,1,0,0,1,0,0
Otu1165,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,6,5,8,3,1,0,0,0,0,0,0,1,0,0,0,0,7,2,5,6
Otu1166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0
Otu1168,0,0,2,0,0,0,0,0,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,47,0,22,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,6,0,27,0
Otu1169,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Otu117,7,12,0,1,0,5,2,5,13,1,91,189,24,38,91,59,8,13,33,117,8,0,2,6,7,80,41,58,66,90,4,5,8,11,10,2,4,2,1,2,12,71,73,24,29,5,0,2,13,9,13,1,16,10,6,9,17,15,52,24
Otu1170,0,0,2,2,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,9,1,0,2,0,1,0,0,0,0,0,1,1,0,1,1,3,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Otu1171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Otu1173,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0
Otu1174,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Otu1175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
Otu1176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
Otu1177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1
Otu1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu1179,0,1,0,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,4,1,0,1,0,0,0,0,0,0,0
Otu118,0,0,0,0,1,0,0,0,0,0,45,73,37,60,33,1,0,0,0,3,0,0,0,0,0,1,2,3,7,5,1,1,3,2,0,0,0,0,0,0,8,44,14,20,25,0,3,0,1,1,0,1,2,0,0,2,6,14,16,49
Otu1182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
Otu1183,0,0,0,0,7,0,0,0,0,1,10,15,11,135,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,3,4,3,4,4,8,0,0,0,0,0,3,10,8,3,10,0,12,0,0,0,0,0,0,0,1,17,35,24,32,30
Otu1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu1185,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0
Otu1186,0,5,2,1,2,21,2,10,16,4,183,58,108,55,51,18,1,0,11,37,10,4,1,3,23,11,22,14,10,6,27,8,3,3,7,7,2,7,5,2,32,32,15,10,8,7,1,0,8,0,2,5,4,1,0,2,2,2,2,1
Otu1187,0,5,2,4,1,2,1,0,9,0,0,1,0,2,0,0,0,0,6,15,1,1,0,1,2,0,0,0,0,0,3,6,2,2,5,0,0,0,1,1,0,1,0,3,1,2,12,3,1,10,1,1,0,0,1,0,2,0,1,0
Otu1188,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Otu1189,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0
Otu119,4,19,9,19,22,87,12,27,32,11,41,4,1,4,1,60,4,16,13,110,51,15,12,19,33,19,11,28,0,10,21,9,19,32,24,21,73,11,13,15,6,3,2,4,5,24,9,15,34,19,39,16,23,11,13,1,1,25,7,29
Otu1190,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu1191,35,21,44,27,20,8,16,46,69,27,3,143,25,141,45,39,28,125,105,296,87,61,30,89,92,8,38,8,21,17,41,35,14,35,40,20,27,18,6,25,13,49,33,58,43,145,39,25,140,68,94,85,72,83,75,11,49,46,59,42
Otu1192,0,5,2,0,1,0,0,0,4,0,0,0,0,1,0,2,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0
Otu1194,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Otu1195,1,1,2,1,4,0,2,0,4,1,0,0,0,0,1,1,0,0,3,22,3,1,0,1,3,0,0,2,0,3,3,2,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,0,1,1,0,1,1,3,1,0,1,1,2,0
Otu1196,0,2,2,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1197,1,0,2,1,3,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu1199,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,8,0,1,0,0,0,0,0,1,2,1,3,2,0,4,0,0,0,0,0,0,0,1,1,0,0
Otu12,36,36,48,56,28,23,58,89,105,66,1,3,0,21,3,96,51,111,327,731,165,115,133,193,166,1,3,2,2,1,38,56,17,29,64,67,28,72,19,56,1,12,3,4,11,99,67,45,245,137,283,191,342,160,166,1,2,6,6,6
Otu120,3,0,0,1,0,2,1,0,1,0,446,3,110,4,32,3,1,1,4,21,3,5,1,1,0,6,0,3,1,5,0,1,1,0,0,0,0,1,0,0,2,2,1,2,12,1,2,0,3,3,2,4,4,2,2,0,9,38,2,10
Otu1200,1,1,2,3,1,2,0,0,4,0,0,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,6,1,0,3,0,0,0,0,0,0
Otu1201,0,6,1,5,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,4,1,0,0,0,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Otu1202,0,0,0,0,0,3,2,1,0,2,0,1,22,2,0,6,1,0,1,6,1,1,0,0,1,15,0,11,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,6,0,0,0,0,2,1,0,1,0,6,0
Otu1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Otu1205,0,1,0,0,0,0,0,0,0,0,14,3,8,15,5,0,0,0,0,13,0,0,0,0,0,2,15,12,15,23,2,1,0,0,0,1,0,0,0,1,14,39,10,10,17,0,2,0,0,0,0,0,0,0,0,7,43,16,33,28
Otu1206,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Otu1207,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
